municipio,data,dose,n
MONTE ALEGRE DO SUL,2021-03-01,1a Dose,86
MONTE ALEGRE DO SUL,2021-03-01,2a Dose,1
MONTE ALEGRE DO SUL,2021-03-02,1a Dose,48
MONTE ALEGRE DO SUL,2021-03-03,1a Dose,45
MONTE ALEGRE DO SUL,2021-03-03,2a Dose,39
MONTE ALEGRE DO SUL,2021-03-04,1a Dose,10
MONTE ALEGRE DO SUL,2021-03-04,2a Dose,16
MONTE ALEGRE DO SUL,2021-03-05,1a Dose,1
MONTE ALEGRE DO SUL,2021-03-05,2a Dose,26
MONTE ALEGRE DO SUL,2021-03-08,1a Dose,65
MONTE ALEGRE DO SUL,2021-03-08,2a Dose,4
MONTE ALEGRE DO SUL,2021-03-09,1a Dose,17
MONTE ALEGRE DO SUL,2021-03-09,2a Dose,11
MONTE ALEGRE DO SUL,2021-03-10,1a Dose,1
MONTE ALEGRE DO SUL,2021-03-12,1a Dose,8
MONTE ALEGRE DO SUL,2021-03-12,2a Dose,43
MONTE ALEGRE DO SUL,2021-03-15,1a Dose,101
MONTE ALEGRE DO SUL,2021-03-15,2a Dose,9
MONTE ALEGRE DO SUL,2021-03-16,1a Dose,11
MONTE ALEGRE DO SUL,2021-03-16,2a Dose,11
MONTE ALEGRE DO SUL,2021-03-17,1a Dose,1
MONTE ALEGRE DO SUL,2021-03-17,2a Dose,1
MONTE ALEGRE DO SUL,2021-03-19,1a Dose,111
MONTE ALEGRE DO SUL,2021-03-19,2a Dose,2
MONTE ALEGRE DO SUL,2021-03-22,1a Dose,60
MONTE ALEGRE DO SUL,2021-03-22,2a Dose,2
MONTE ALEGRE DO SUL,2021-03-23,1a Dose,19
MONTE ALEGRE DO SUL,2021-03-23,2a Dose,1
MONTE ALEGRE DO SUL,2021-03-24,1a Dose,7
MONTE ALEGRE DO SUL,2021-03-26,1a Dose,126
MONTE ALEGRE DO SUL,2021-03-28,1a Dose,3
MONTE ALEGRE DO SUL,2021-03-29,1a Dose,11
MONTE ALEGRE DO SUL,2021-03-29,2a Dose,1
MONTE ALEGRE DO SUL,2021-03-31,1a Dose,8
MONTE ALEGRE DO SUL,2021-03-31,2a Dose,44
MONTE ALEGRE DO SUL,2021-04-05,1a Dose,69
MONTE ALEGRE DO SUL,2021-04-05,2a Dose,62
MONTE ALEGRE DO SUL,2021-04-06,1a Dose,6
MONTE ALEGRE DO SUL,2021-04-06,2a Dose,20
MONTE ALEGRE DO SUL,2021-04-07,2a Dose,1
MONTE ALEGRE DO SUL,2021-04-09,1a Dose,1
MONTE ALEGRE DO SUL,2021-04-09,2a Dose,86
MONTE ALEGRE DO SUL,2021-04-12,1a Dose,47
MONTE ALEGRE DO SUL,2021-04-12,2a Dose,15
MONTE ALEGRE DO SUL,2021-04-13,1a Dose,1
MONTE ALEGRE DO SUL,2021-04-13,2a Dose,6
MONTE ALEGRE DO SUL,2021-04-14,1a Dose,69
MONTE ALEGRE DO SUL,2021-04-15,1a Dose,3
MONTE ALEGRE DO SUL,2021-04-15,2a Dose,4
MONTE ALEGRE DO SUL,2021-04-16,1a Dose,9
MONTE ALEGRE DO SUL,2021-04-16,2a Dose,113
MONTE ALEGRE DO SUL,2021-04-17,1a Dose,1
MONTE ALEGRE DO SUL,2021-04-19,2a Dose,56
MONTE ALEGRE DO SUL,2021-04-20,2a Dose,17
MONTE ALEGRE DO SUL,2021-04-21,1a Dose,120
MONTE ALEGRE DO SUL,2021-04-21,2a Dose,4
MONTE ALEGRE DO SUL,2021-04-22,1a Dose,23
MONTE ALEGRE DO SUL,2021-04-22,2a Dose,1
MONTE ALEGRE DO SUL,2021-04-23,1a Dose,54
MONTE ALEGRE DO SUL,2021-04-23,2a Dose,92
MONTE ALEGRE DO SUL,2021-04-25,2a Dose,2
MONTE ALEGRE DO SUL,2021-04-26,2a Dose,2
MONTE ALEGRE DO SUL,2021-04-28,1a Dose,19
MONTE ALEGRE DO SUL,2021-04-30,1a Dose,3
MONTE ALEGRE DO SUL,2021-05-05,1a Dose,9
MONTE ALEGRE DO SUL,2021-05-06,1a Dose,119
MONTE ALEGRE DO SUL,2021-05-06,2a Dose,1
MONTE ALEGRE DO SUL,2021-05-07,1a Dose,164
MONTE ALEGRE DO SUL,2021-05-10,2a Dose,55
MONTE ALEGRE DO SUL,2021-05-11,2a Dose,38
MONTE ALEGRE DO SUL,2021-05-12,1a Dose,6
MONTE ALEGRE DO SUL,2021-05-13,1a Dose,108
MONTE ALEGRE DO SUL,2021-05-14,1a Dose,13
MONTE ALEGRE DO SUL,2021-05-18,1a Dose,22
MONTE ALEGRE DO SUL,2021-05-19,1a Dose,40
MONTE ALEGRE DO SUL,2021-05-20,1a Dose,13
MONTE ALEGRE DO SUL,2021-05-20,2a Dose,1
MONTE ALEGRE DO SUL,2021-05-21,1a Dose,19
MONTE ALEGRE DO SUL,2021-05-21,2a Dose,35
MONTE ALEGRE DO SUL,2021-05-22,1a Dose,56
MONTE ALEGRE DO SUL,2021-05-22,2a Dose,29
MONTE ALEGRE DO SUL,2021-05-24,2a Dose,58
MONTE ALEGRE DO SUL,2021-05-25,1a Dose,1
MONTE ALEGRE DO SUL,2021-05-25,2a Dose,47
MONTE ALTO,2021-01-19,1a Dose,2
MONTE ALTO,2021-01-22,1a Dose,74
MONTE ALTO,2021-01-23,1a Dose,12
MONTE ALTO,2021-01-25,1a Dose,186
MONTE ALTO,2021-01-25,2a Dose,1
MONTE ALTO,2021-01-26,1a Dose,193
MONTE ALTO,2021-01-27,1a Dose,5
MONTE ALTO,2021-01-28,1a Dose,20
MONTE ALTO,2021-01-29,1a Dose,171
MONTE ALTO,2021-02-01,1a Dose,24
MONTE ALTO,2021-02-02,1a Dose,7
MONTE ALTO,2021-02-03,1a Dose,103
MONTE ALTO,2021-02-03,2a Dose,5
MONTE ALTO,2021-02-04,1a Dose,5
MONTE ALTO,2021-02-05,1a Dose,119
MONTE ALTO,2021-02-06,1a Dose,87
MONTE ALTO,2021-02-08,1a Dose,195
MONTE ALTO,2021-02-09,1a Dose,145
MONTE ALTO,2021-02-09,2a Dose,1
MONTE ALTO,2021-02-10,1a Dose,96
MONTE ALTO,2021-02-10,2a Dose,1
MONTE ALTO,2021-02-11,1a Dose,67
MONTE ALTO,2021-02-11,2a Dose,1
MONTE ALTO,2021-02-12,1a Dose,41
MONTE ALTO,2021-02-12,2a Dose,64
MONTE ALTO,2021-02-15,1a Dose,231
MONTE ALTO,2021-02-15,2a Dose,126
MONTE ALTO,2021-02-16,1a Dose,127
MONTE ALTO,2021-02-16,2a Dose,151
MONTE ALTO,2021-02-17,1a Dose,86
MONTE ALTO,2021-02-17,2a Dose,36
MONTE ALTO,2021-02-18,1a Dose,87
MONTE ALTO,2021-02-18,2a Dose,23
MONTE ALTO,2021-02-19,1a Dose,14
MONTE ALTO,2021-02-19,2a Dose,97
MONTE ALTO,2021-02-22,1a Dose,2
MONTE ALTO,2021-02-22,2a Dose,2
MONTE ALTO,2021-02-23,2a Dose,1
MONTE ALTO,2021-02-24,1a Dose,4
MONTE ALTO,2021-02-24,2a Dose,9
MONTE ALTO,2021-02-25,2a Dose,4
MONTE ALTO,2021-02-26,2a Dose,8
MONTE ALTO,2021-03-01,1a Dose,372
MONTE ALTO,2021-03-01,2a Dose,12
MONTE ALTO,2021-03-02,1a Dose,196
MONTE ALTO,2021-03-02,2a Dose,264
MONTE ALTO,2021-03-03,1a Dose,321
MONTE ALTO,2021-03-03,2a Dose,99
MONTE ALTO,2021-03-04,1a Dose,79
MONTE ALTO,2021-03-04,2a Dose,89
MONTE ALTO,2021-03-05,1a Dose,9
MONTE ALTO,2021-03-05,2a Dose,33
MONTE ALTO,2021-03-08,1a Dose,285
MONTE ALTO,2021-03-08,2a Dose,13
MONTE ALTO,2021-03-09,1a Dose,61
MONTE ALTO,2021-03-09,2a Dose,285
MONTE ALTO,2021-03-10,1a Dose,13
MONTE ALTO,2021-03-10,2a Dose,99
MONTE ALTO,2021-03-11,1a Dose,8
MONTE ALTO,2021-03-11,2a Dose,59
MONTE ALTO,2021-03-12,2a Dose,35
MONTE ALTO,2021-03-15,1a Dose,231
MONTE ALTO,2021-03-15,2a Dose,12
MONTE ALTO,2021-03-16,1a Dose,175
MONTE ALTO,2021-03-16,2a Dose,1
MONTE ALTO,2021-03-17,1a Dose,95
MONTE ALTO,2021-03-17,2a Dose,1
MONTE ALTO,2021-03-18,1a Dose,12
MONTE ALTO,2021-03-18,2a Dose,7
MONTE ALTO,2021-03-19,1a Dose,528
MONTE ALTO,2021-03-19,2a Dose,2
MONTE ALTO,2021-03-20,1a Dose,350
MONTE ALTO,2021-03-22,1a Dose,32
MONTE ALTO,2021-03-22,2a Dose,1
MONTE ALTO,2021-03-23,1a Dose,8
MONTE ALTO,2021-03-24,1a Dose,1
MONTE ALTO,2021-03-24,2a Dose,6
MONTE ALTO,2021-03-25,1a Dose,317
MONTE ALTO,2021-03-25,2a Dose,106
MONTE ALTO,2021-03-26,1a Dose,390
MONTE ALTO,2021-03-26,2a Dose,91
MONTE ALTO,2021-03-27,1a Dose,13
MONTE ALTO,2021-03-29,1a Dose,16
MONTE ALTO,2021-03-29,2a Dose,129
MONTE ALTO,2021-03-30,1a Dose,31
MONTE ALTO,2021-03-30,2a Dose,79
MONTE ALTO,2021-03-31,1a Dose,100
MONTE ALTO,2021-03-31,2a Dose,11
MONTE ALTO,2021-04-02,1a Dose,2
MONTE ALTO,2021-04-05,1a Dose,319
MONTE ALTO,2021-04-05,2a Dose,202
MONTE ALTO,2021-04-06,1a Dose,73
MONTE ALTO,2021-04-06,2a Dose,168
MONTE ALTO,2021-04-07,1a Dose,4
MONTE ALTO,2021-04-07,2a Dose,192
MONTE ALTO,2021-04-09,1a Dose,5
MONTE ALTO,2021-04-09,2a Dose,273
MONTE ALTO,2021-04-12,1a Dose,246
MONTE ALTO,2021-04-12,2a Dose,269
MONTE ALTO,2021-04-13,1a Dose,185
MONTE ALTO,2021-04-13,2a Dose,69
MONTE ALTO,2021-04-14,1a Dose,48
MONTE ALTO,2021-04-14,2a Dose,27
MONTE ALTO,2021-04-15,1a Dose,30
MONTE ALTO,2021-04-15,2a Dose,446
MONTE ALTO,2021-04-16,1a Dose,17
MONTE ALTO,2021-04-16,2a Dose,414
MONTE ALTO,2021-04-18,2a Dose,3
MONTE ALTO,2021-04-19,1a Dose,4
MONTE ALTO,2021-04-19,2a Dose,62
MONTE ALTO,2021-04-20,1a Dose,382
MONTE ALTO,2021-04-20,2a Dose,74
MONTE ALTO,2021-04-22,1a Dose,192
MONTE ALTO,2021-04-22,2a Dose,62
MONTE ALTO,2021-04-23,1a Dose,219
MONTE ALTO,2021-04-23,2a Dose,50
MONTE ALTO,2021-04-24,1a Dose,54
MONTE ALTO,2021-04-26,2a Dose,37
MONTE ALTO,2021-04-27,2a Dose,3
MONTE ALTO,2021-04-28,1a Dose,71
MONTE ALTO,2021-04-28,2a Dose,78
MONTE ALTO,2021-04-29,1a Dose,79
MONTE ALTO,2021-04-29,2a Dose,28
MONTE ALTO,2021-04-30,1a Dose,7
MONTE ALTO,2021-04-30,2a Dose,9
MONTE ALTO,2021-05-03,1a Dose,3
MONTE ALTO,2021-05-03,2a Dose,4
MONTE ALTO,2021-05-04,1a Dose,1
MONTE ALTO,2021-05-04,2a Dose,1
MONTE ALTO,2021-05-05,1a Dose,49
MONTE ALTO,2021-05-05,2a Dose,23
MONTE ALTO,2021-05-06,1a Dose,86
MONTE ALTO,2021-05-06,2a Dose,6
MONTE ALTO,2021-05-07,1a Dose,315
MONTE ALTO,2021-05-07,2a Dose,1
MONTE ALTO,2021-05-08,1a Dose,297
MONTE ALTO,2021-05-11,1a Dose,10
MONTE ALTO,2021-05-11,2a Dose,17
MONTE ALTO,2021-05-12,1a Dose,199
MONTE ALTO,2021-05-12,2a Dose,1
MONTE ALTO,2021-05-13,1a Dose,154
MONTE ALTO,2021-05-13,2a Dose,89
MONTE ALTO,2021-05-14,1a Dose,160
MONTE ALTO,2021-05-14,2a Dose,1
MONTE ALTO,2021-05-17,1a Dose,69
MONTE ALTO,2021-05-17,2a Dose,1
MONTE ALTO,2021-05-18,1a Dose,217
MONTE ALTO,2021-05-18,2a Dose,9
MONTE ALTO,2021-05-19,1a Dose,298
MONTE ALTO,2021-05-19,2a Dose,283
MONTE ALTO,2021-05-20,1a Dose,9
MONTE ALTO,2021-05-20,2a Dose,114
MONTE ALTO,2021-05-21,1a Dose,6
MONTE ALTO,2021-05-21,2a Dose,15
MONTE ALTO,2021-05-24,1a Dose,165
MONTE ALTO,2021-05-24,2a Dose,294
MONTE ALTO,2021-05-25,1a Dose,184
MONTE ALTO,2021-05-25,2a Dose,212
MONTE ALTO,2021-05-26,1a Dose,172
MONTE ALTO,2021-05-26,2a Dose,10
MONTE APRAZIVEL,2021-01-22,1a Dose,19
MONTE APRAZIVEL,2021-01-25,1a Dose,72
MONTE APRAZIVEL,2021-01-26,1a Dose,116
MONTE APRAZIVEL,2021-01-27,1a Dose,75
MONTE APRAZIVEL,2021-01-28,1a Dose,88
MONTE APRAZIVEL,2021-01-29,1a Dose,30
MONTE APRAZIVEL,2021-02-01,1a Dose,42
MONTE APRAZIVEL,2021-02-02,1a Dose,57
MONTE APRAZIVEL,2021-02-03,1a Dose,21
MONTE APRAZIVEL,2021-02-04,1a Dose,41
MONTE APRAZIVEL,2021-02-05,1a Dose,74
MONTE APRAZIVEL,2021-02-08,1a Dose,51
MONTE APRAZIVEL,2021-02-09,1a Dose,23
MONTE APRAZIVEL,2021-02-10,1a Dose,116
MONTE APRAZIVEL,2021-02-11,1a Dose,38
MONTE APRAZIVEL,2021-02-12,1a Dose,30
MONTE APRAZIVEL,2021-02-12,2a Dose,99
MONTE APRAZIVEL,2021-02-15,1a Dose,258
MONTE APRAZIVEL,2021-02-15,2a Dose,11
MONTE APRAZIVEL,2021-02-16,1a Dose,95
MONTE APRAZIVEL,2021-02-16,2a Dose,11
MONTE APRAZIVEL,2021-02-17,1a Dose,29
MONTE APRAZIVEL,2021-02-17,2a Dose,15
MONTE APRAZIVEL,2021-02-18,1a Dose,21
MONTE APRAZIVEL,2021-02-18,2a Dose,126
MONTE APRAZIVEL,2021-02-19,1a Dose,4
MONTE APRAZIVEL,2021-02-19,2a Dose,84
MONTE APRAZIVEL,2021-02-22,2a Dose,24
MONTE APRAZIVEL,2021-02-23,1a Dose,11
MONTE APRAZIVEL,2021-02-25,1a Dose,11
MONTE APRAZIVEL,2021-02-26,1a Dose,19
MONTE APRAZIVEL,2021-02-27,1a Dose,1
MONTE APRAZIVEL,2021-03-01,1a Dose,11
MONTE APRAZIVEL,2021-03-01,2a Dose,60
MONTE APRAZIVEL,2021-03-02,1a Dose,14
MONTE APRAZIVEL,2021-03-02,2a Dose,54
MONTE APRAZIVEL,2021-03-03,1a Dose,270
MONTE APRAZIVEL,2021-03-03,2a Dose,108
MONTE APRAZIVEL,2021-03-04,1a Dose,57
MONTE APRAZIVEL,2021-03-04,2a Dose,21
MONTE APRAZIVEL,2021-03-05,1a Dose,11
MONTE APRAZIVEL,2021-03-08,1a Dose,11
MONTE APRAZIVEL,2021-03-08,2a Dose,2
MONTE APRAZIVEL,2021-03-09,1a Dose,19
MONTE APRAZIVEL,2021-03-09,2a Dose,4
MONTE APRAZIVEL,2021-03-11,1a Dose,11
MONTE APRAZIVEL,2021-03-11,2a Dose,40
MONTE APRAZIVEL,2021-03-12,1a Dose,8
MONTE APRAZIVEL,2021-03-12,2a Dose,32
MONTE APRAZIVEL,2021-03-15,1a Dose,158
MONTE APRAZIVEL,2021-03-15,2a Dose,256
MONTE APRAZIVEL,2021-03-16,1a Dose,38
MONTE APRAZIVEL,2021-03-16,2a Dose,76
MONTE APRAZIVEL,2021-03-17,1a Dose,10
MONTE APRAZIVEL,2021-03-17,2a Dose,15
MONTE APRAZIVEL,2021-03-18,1a Dose,15
MONTE APRAZIVEL,2021-03-18,2a Dose,13
MONTE APRAZIVEL,2021-03-19,1a Dose,340
MONTE APRAZIVEL,2021-03-19,2a Dose,2
MONTE APRAZIVEL,2021-03-22,1a Dose,57
MONTE APRAZIVEL,2021-03-23,1a Dose,47
MONTE APRAZIVEL,2021-03-23,2a Dose,1
MONTE APRAZIVEL,2021-03-25,1a Dose,12
MONTE APRAZIVEL,2021-03-25,2a Dose,2
MONTE APRAZIVEL,2021-03-26,1a Dose,360
MONTE APRAZIVEL,2021-03-29,1a Dose,45
MONTE APRAZIVEL,2021-03-30,1a Dose,19
MONTE APRAZIVEL,2021-03-31,1a Dose,179
MONTE APRAZIVEL,2021-03-31,2a Dose,1
MONTE APRAZIVEL,2021-04-01,1a Dose,10
MONTE APRAZIVEL,2021-04-05,1a Dose,11
MONTE APRAZIVEL,2021-04-06,1a Dose,192
MONTE APRAZIVEL,2021-04-06,2a Dose,8
MONTE APRAZIVEL,2021-04-07,1a Dose,48
MONTE APRAZIVEL,2021-04-07,2a Dose,1
MONTE APRAZIVEL,2021-04-09,1a Dose,12
MONTE APRAZIVEL,2021-04-12,1a Dose,120
MONTE APRAZIVEL,2021-04-12,2a Dose,141
MONTE APRAZIVEL,2021-04-13,1a Dose,34
MONTE APRAZIVEL,2021-04-13,2a Dose,51
MONTE APRAZIVEL,2021-04-14,1a Dose,13
MONTE APRAZIVEL,2021-04-14,2a Dose,103
MONTE APRAZIVEL,2021-04-15,1a Dose,6
MONTE APRAZIVEL,2021-04-15,2a Dose,113
MONTE APRAZIVEL,2021-04-16,1a Dose,6
MONTE APRAZIVEL,2021-04-16,2a Dose,112
MONTE APRAZIVEL,2021-04-18,1a Dose,1
MONTE APRAZIVEL,2021-04-19,1a Dose,151
MONTE APRAZIVEL,2021-04-19,2a Dose,51
MONTE APRAZIVEL,2021-04-20,1a Dose,213
MONTE APRAZIVEL,2021-04-20,2a Dose,186
MONTE APRAZIVEL,2021-04-22,1a Dose,14
MONTE APRAZIVEL,2021-04-22,2a Dose,61
MONTE APRAZIVEL,2021-04-23,1a Dose,85
MONTE APRAZIVEL,2021-04-23,2a Dose,31
MONTE APRAZIVEL,2021-04-26,1a Dose,14
MONTE APRAZIVEL,2021-04-26,2a Dose,25
MONTE APRAZIVEL,2021-04-27,1a Dose,5
MONTE APRAZIVEL,2021-04-27,2a Dose,27
MONTE APRAZIVEL,2021-04-28,1a Dose,42
MONTE APRAZIVEL,2021-04-28,2a Dose,18
MONTE APRAZIVEL,2021-04-29,1a Dose,1
MONTE APRAZIVEL,2021-05-03,1a Dose,5
MONTE APRAZIVEL,2021-05-03,2a Dose,21
MONTE APRAZIVEL,2021-05-04,1a Dose,14
MONTE APRAZIVEL,2021-05-04,2a Dose,12
MONTE APRAZIVEL,2021-05-05,1a Dose,6
MONTE APRAZIVEL,2021-05-05,2a Dose,19
MONTE APRAZIVEL,2021-05-06,1a Dose,2
MONTE APRAZIVEL,2021-05-07,1a Dose,29
MONTE APRAZIVEL,2021-05-10,1a Dose,17
MONTE APRAZIVEL,2021-05-10,2a Dose,398
MONTE APRAZIVEL,2021-05-11,1a Dose,21
MONTE APRAZIVEL,2021-05-11,2a Dose,43
MONTE APRAZIVEL,2021-05-12,1a Dose,130
MONTE APRAZIVEL,2021-05-12,2a Dose,10
MONTE APRAZIVEL,2021-05-13,1a Dose,84
MONTE APRAZIVEL,2021-05-13,2a Dose,10
MONTE APRAZIVEL,2021-05-14,1a Dose,210
MONTE APRAZIVEL,2021-05-14,2a Dose,12
MONTE APRAZIVEL,2021-05-15,1a Dose,93
MONTE APRAZIVEL,2021-05-15,2a Dose,1
MONTE APRAZIVEL,2021-05-17,1a Dose,58
MONTE APRAZIVEL,2021-05-17,2a Dose,2
MONTE APRAZIVEL,2021-05-18,1a Dose,57
MONTE APRAZIVEL,2021-05-19,1a Dose,63
MONTE APRAZIVEL,2021-05-19,2a Dose,13
MONTE APRAZIVEL,2021-05-20,1a Dose,53
MONTE APRAZIVEL,2021-05-20,2a Dose,153
MONTE APRAZIVEL,2021-05-21,1a Dose,163
MONTE APRAZIVEL,2021-05-21,2a Dose,60
MONTE APRAZIVEL,2021-05-24,1a Dose,81
MONTE APRAZIVEL,2021-05-24,2a Dose,5
MONTE APRAZIVEL,2021-05-25,1a Dose,74
MONTE APRAZIVEL,2021-05-25,2a Dose,12
MONTE APRAZIVEL,2021-05-26,1a Dose,57
MONTE APRAZIVEL,2021-05-26,2a Dose,225
MONTE AZUL PAULISTA,2021-01-21,1a Dose,36
MONTE AZUL PAULISTA,2021-01-22,1a Dose,113
MONTE AZUL PAULISTA,2021-01-25,1a Dose,36
MONTE AZUL PAULISTA,2021-01-27,1a Dose,2
MONTE AZUL PAULISTA,2021-01-28,1a Dose,86
MONTE AZUL PAULISTA,2021-01-29,1a Dose,8
MONTE AZUL PAULISTA,2021-01-30,1a Dose,5
MONTE AZUL PAULISTA,2021-01-31,1a Dose,69
MONTE AZUL PAULISTA,2021-02-01,1a Dose,43
MONTE AZUL PAULISTA,2021-02-02,1a Dose,21
MONTE AZUL PAULISTA,2021-02-03,1a Dose,213
MONTE AZUL PAULISTA,2021-02-04,1a Dose,16
MONTE AZUL PAULISTA,2021-02-05,1a Dose,36
MONTE AZUL PAULISTA,2021-02-08,1a Dose,12
MONTE AZUL PAULISTA,2021-02-09,1a Dose,52
MONTE AZUL PAULISTA,2021-02-10,1a Dose,39
MONTE AZUL PAULISTA,2021-02-11,1a Dose,2
MONTE AZUL PAULISTA,2021-02-12,1a Dose,143
MONTE AZUL PAULISTA,2021-02-12,2a Dose,44
MONTE AZUL PAULISTA,2021-02-15,1a Dose,63
MONTE AZUL PAULISTA,2021-02-15,2a Dose,67
MONTE AZUL PAULISTA,2021-02-16,1a Dose,5
MONTE AZUL PAULISTA,2021-02-16,2a Dose,72
MONTE AZUL PAULISTA,2021-02-17,1a Dose,16
MONTE AZUL PAULISTA,2021-02-17,2a Dose,7
MONTE AZUL PAULISTA,2021-02-18,1a Dose,12
MONTE AZUL PAULISTA,2021-02-18,2a Dose,1
MONTE AZUL PAULISTA,2021-02-19,1a Dose,3
MONTE AZUL PAULISTA,2021-02-22,1a Dose,6
MONTE AZUL PAULISTA,2021-02-22,2a Dose,1
MONTE AZUL PAULISTA,2021-02-25,2a Dose,1
MONTE AZUL PAULISTA,2021-02-26,2a Dose,1
MONTE AZUL PAULISTA,2021-03-01,1a Dose,136
MONTE AZUL PAULISTA,2021-03-02,1a Dose,307
MONTE AZUL PAULISTA,2021-03-02,2a Dose,118
MONTE AZUL PAULISTA,2021-03-03,1a Dose,84
MONTE AZUL PAULISTA,2021-03-03,2a Dose,66
MONTE AZUL PAULISTA,2021-03-04,1a Dose,42
MONTE AZUL PAULISTA,2021-03-04,2a Dose,22
MONTE AZUL PAULISTA,2021-03-08,1a Dose,27
MONTE AZUL PAULISTA,2021-03-08,2a Dose,114
MONTE AZUL PAULISTA,2021-03-09,1a Dose,27
MONTE AZUL PAULISTA,2021-03-09,2a Dose,31
MONTE AZUL PAULISTA,2021-03-10,1a Dose,12
MONTE AZUL PAULISTA,2021-03-10,2a Dose,26
MONTE AZUL PAULISTA,2021-03-11,1a Dose,4
MONTE AZUL PAULISTA,2021-03-11,2a Dose,6
MONTE AZUL PAULISTA,2021-03-12,1a Dose,68
MONTE AZUL PAULISTA,2021-03-12,2a Dose,17
MONTE AZUL PAULISTA,2021-03-13,2a Dose,1
MONTE AZUL PAULISTA,2021-03-14,2a Dose,1
MONTE AZUL PAULISTA,2021-03-15,1a Dose,4
MONTE AZUL PAULISTA,2021-03-15,2a Dose,20
MONTE AZUL PAULISTA,2021-03-16,1a Dose,312
MONTE AZUL PAULISTA,2021-03-16,2a Dose,27
MONTE AZUL PAULISTA,2021-03-17,1a Dose,19
MONTE AZUL PAULISTA,2021-03-17,2a Dose,1
MONTE AZUL PAULISTA,2021-03-18,1a Dose,25
MONTE AZUL PAULISTA,2021-03-18,2a Dose,2
MONTE AZUL PAULISTA,2021-03-19,1a Dose,286
MONTE AZUL PAULISTA,2021-03-19,2a Dose,1
MONTE AZUL PAULISTA,2021-03-21,1a Dose,1
MONTE AZUL PAULISTA,2021-03-22,1a Dose,33
MONTE AZUL PAULISTA,2021-03-22,2a Dose,2
MONTE AZUL PAULISTA,2021-03-23,1a Dose,66
MONTE AZUL PAULISTA,2021-03-23,2a Dose,14
MONTE AZUL PAULISTA,2021-03-24,1a Dose,23
MONTE AZUL PAULISTA,2021-03-24,2a Dose,9
MONTE AZUL PAULISTA,2021-03-25,1a Dose,1
MONTE AZUL PAULISTA,2021-03-25,2a Dose,12
MONTE AZUL PAULISTA,2021-03-26,1a Dose,10
MONTE AZUL PAULISTA,2021-03-26,2a Dose,178
MONTE AZUL PAULISTA,2021-03-29,1a Dose,1
MONTE AZUL PAULISTA,2021-03-29,2a Dose,3
MONTE AZUL PAULISTA,2021-03-30,1a Dose,440
MONTE AZUL PAULISTA,2021-03-30,2a Dose,10
MONTE AZUL PAULISTA,2021-03-31,1a Dose,35
MONTE AZUL PAULISTA,2021-03-31,2a Dose,3
MONTE AZUL PAULISTA,2021-04-05,1a Dose,5
MONTE AZUL PAULISTA,2021-04-06,1a Dose,158
MONTE AZUL PAULISTA,2021-04-06,2a Dose,221
MONTE AZUL PAULISTA,2021-04-07,1a Dose,16
MONTE AZUL PAULISTA,2021-04-07,2a Dose,4
MONTE AZUL PAULISTA,2021-04-08,1a Dose,3
MONTE AZUL PAULISTA,2021-04-08,2a Dose,54
MONTE AZUL PAULISTA,2021-04-09,1a Dose,7
MONTE AZUL PAULISTA,2021-04-09,2a Dose,232
MONTE AZUL PAULISTA,2021-04-10,2a Dose,1
MONTE AZUL PAULISTA,2021-04-12,1a Dose,9
MONTE AZUL PAULISTA,2021-04-12,2a Dose,65
MONTE AZUL PAULISTA,2021-04-13,1a Dose,263
MONTE AZUL PAULISTA,2021-04-13,2a Dose,22
MONTE AZUL PAULISTA,2021-04-14,1a Dose,16
MONTE AZUL PAULISTA,2021-04-14,2a Dose,7
MONTE AZUL PAULISTA,2021-04-15,1a Dose,2
MONTE AZUL PAULISTA,2021-04-16,1a Dose,20
MONTE AZUL PAULISTA,2021-04-16,2a Dose,408
MONTE AZUL PAULISTA,2021-04-17,2a Dose,1
MONTE AZUL PAULISTA,2021-04-19,1a Dose,3
MONTE AZUL PAULISTA,2021-04-19,2a Dose,33
MONTE AZUL PAULISTA,2021-04-20,1a Dose,4
MONTE AZUL PAULISTA,2021-04-20,2a Dose,163
MONTE AZUL PAULISTA,2021-04-21,1a Dose,1
MONTE AZUL PAULISTA,2021-04-22,1a Dose,3
MONTE AZUL PAULISTA,2021-04-22,2a Dose,10
MONTE AZUL PAULISTA,2021-04-23,1a Dose,174
MONTE AZUL PAULISTA,2021-04-23,2a Dose,5
MONTE AZUL PAULISTA,2021-04-26,1a Dose,1
MONTE AZUL PAULISTA,2021-04-26,2a Dose,5
MONTE AZUL PAULISTA,2021-04-27,1a Dose,142
MONTE AZUL PAULISTA,2021-04-27,2a Dose,47
MONTE AZUL PAULISTA,2021-04-29,1a Dose,1
MONTE AZUL PAULISTA,2021-04-30,1a Dose,248
MONTE AZUL PAULISTA,2021-04-30,2a Dose,160
MONTE AZUL PAULISTA,2021-05-05,1a Dose,274
MONTE AZUL PAULISTA,2021-05-05,2a Dose,9
MONTE AZUL PAULISTA,2021-05-06,1a Dose,201
MONTE AZUL PAULISTA,2021-05-06,2a Dose,262
MONTE AZUL PAULISTA,2021-05-07,1a Dose,239
MONTE AZUL PAULISTA,2021-05-07,2a Dose,6
MONTE AZUL PAULISTA,2021-05-08,1a Dose,23
MONTE AZUL PAULISTA,2021-05-08,2a Dose,2
MONTE AZUL PAULISTA,2021-05-10,1a Dose,22
