municipio,data,dose,n
ELIAS FAUSTO,2021-01-27,1a Dose,43
ELIAS FAUSTO,2021-01-28,1a Dose,7
ELIAS FAUSTO,2021-01-29,1a Dose,3
ELIAS FAUSTO,2021-02-02,1a Dose,16
ELIAS FAUSTO,2021-02-03,1a Dose,15
ELIAS FAUSTO,2021-02-04,1a Dose,25
ELIAS FAUSTO,2021-02-05,1a Dose,23
ELIAS FAUSTO,2021-02-08,1a Dose,10
ELIAS FAUSTO,2021-02-09,1a Dose,19
ELIAS FAUSTO,2021-02-10,1a Dose,40
ELIAS FAUSTO,2021-02-10,2a Dose,1
ELIAS FAUSTO,2021-02-11,1a Dose,14
ELIAS FAUSTO,2021-02-11,2a Dose,2
ELIAS FAUSTO,2021-02-12,1a Dose,4
ELIAS FAUSTO,2021-02-12,2a Dose,47
ELIAS FAUSTO,2021-02-13,2a Dose,2
ELIAS FAUSTO,2021-02-15,1a Dose,4
ELIAS FAUSTO,2021-02-15,2a Dose,42
ELIAS FAUSTO,2021-02-16,1a Dose,29
ELIAS FAUSTO,2021-02-16,2a Dose,9
ELIAS FAUSTO,2021-02-17,1a Dose,2
ELIAS FAUSTO,2021-02-17,2a Dose,2
ELIAS FAUSTO,2021-02-18,2a Dose,11
ELIAS FAUSTO,2021-02-19,1a Dose,8
ELIAS FAUSTO,2021-02-19,2a Dose,2
ELIAS FAUSTO,2021-02-22,1a Dose,1
ELIAS FAUSTO,2021-02-22,2a Dose,1
ELIAS FAUSTO,2021-02-23,1a Dose,2
ELIAS FAUSTO,2021-02-23,2a Dose,4
ELIAS FAUSTO,2021-02-25,2a Dose,2
ELIAS FAUSTO,2021-02-26,1a Dose,2
ELIAS FAUSTO,2021-02-26,2a Dose,3
ELIAS FAUSTO,2021-03-01,1a Dose,118
ELIAS FAUSTO,2021-03-01,2a Dose,1
ELIAS FAUSTO,2021-03-02,1a Dose,21
ELIAS FAUSTO,2021-03-02,2a Dose,21
ELIAS FAUSTO,2021-03-03,1a Dose,13
ELIAS FAUSTO,2021-03-03,2a Dose,45
ELIAS FAUSTO,2021-03-04,1a Dose,20
ELIAS FAUSTO,2021-03-04,2a Dose,13
ELIAS FAUSTO,2021-03-05,1a Dose,16
ELIAS FAUSTO,2021-03-05,2a Dose,2
ELIAS FAUSTO,2021-03-08,1a Dose,1
ELIAS FAUSTO,2021-03-08,2a Dose,9
ELIAS FAUSTO,2021-03-09,1a Dose,1
ELIAS FAUSTO,2021-03-09,2a Dose,2
ELIAS FAUSTO,2021-03-10,1a Dose,86
ELIAS FAUSTO,2021-03-10,2a Dose,13
ELIAS FAUSTO,2021-03-11,1a Dose,14
ELIAS FAUSTO,2021-03-11,2a Dose,10
ELIAS FAUSTO,2021-03-12,1a Dose,1
ELIAS FAUSTO,2021-03-12,2a Dose,1
ELIAS FAUSTO,2021-03-15,1a Dose,88
ELIAS FAUSTO,2021-03-15,2a Dose,3
ELIAS FAUSTO,2021-03-16,1a Dose,12
ELIAS FAUSTO,2021-03-16,2a Dose,1
ELIAS FAUSTO,2021-03-17,1a Dose,14
ELIAS FAUSTO,2021-03-18,1a Dose,1
ELIAS FAUSTO,2021-03-22,1a Dose,142
ELIAS FAUSTO,2021-03-22,2a Dose,3
ELIAS FAUSTO,2021-03-23,1a Dose,15
ELIAS FAUSTO,2021-03-23,2a Dose,7
ELIAS FAUSTO,2021-03-24,1a Dose,57
ELIAS FAUSTO,2021-03-24,2a Dose,14
ELIAS FAUSTO,2021-03-25,1a Dose,157
ELIAS FAUSTO,2021-03-25,2a Dose,17
ELIAS FAUSTO,2021-03-26,1a Dose,20
ELIAS FAUSTO,2021-03-29,1a Dose,17
ELIAS FAUSTO,2021-03-29,2a Dose,3
ELIAS FAUSTO,2021-03-30,1a Dose,10
ELIAS FAUSTO,2021-03-30,2a Dose,68
ELIAS FAUSTO,2021-03-31,1a Dose,17
ELIAS FAUSTO,2021-03-31,2a Dose,11
ELIAS FAUSTO,2021-04-01,1a Dose,7
ELIAS FAUSTO,2021-04-01,2a Dose,35
ELIAS FAUSTO,2021-04-05,1a Dose,109
ELIAS FAUSTO,2021-04-05,2a Dose,85
ELIAS FAUSTO,2021-04-06,1a Dose,19
ELIAS FAUSTO,2021-04-06,2a Dose,13
ELIAS FAUSTO,2021-04-07,1a Dose,10
ELIAS FAUSTO,2021-04-07,2a Dose,19
ELIAS FAUSTO,2021-04-08,1a Dose,1
ELIAS FAUSTO,2021-04-08,2a Dose,1
ELIAS FAUSTO,2021-04-09,2a Dose,1
ELIAS FAUSTO,2021-04-12,1a Dose,112
ELIAS FAUSTO,2021-04-12,2a Dose,93
ELIAS FAUSTO,2021-04-13,1a Dose,2
ELIAS FAUSTO,2021-04-13,2a Dose,53
ELIAS FAUSTO,2021-04-14,1a Dose,93
ELIAS FAUSTO,2021-04-14,2a Dose,66
ELIAS FAUSTO,2021-04-15,1a Dose,27
ELIAS FAUSTO,2021-04-15,2a Dose,113
ELIAS FAUSTO,2021-04-16,1a Dose,5
ELIAS FAUSTO,2021-04-16,2a Dose,70
ELIAS FAUSTO,2021-04-19,1a Dose,4
ELIAS FAUSTO,2021-04-19,2a Dose,30
ELIAS FAUSTO,2021-04-20,2a Dose,6
ELIAS FAUSTO,2021-04-22,1a Dose,88
ELIAS FAUSTO,2021-04-22,2a Dose,7
ELIAS FAUSTO,2021-04-23,1a Dose,149
ELIAS FAUSTO,2021-04-23,2a Dose,4
ELIAS FAUSTO,2021-04-25,1a Dose,1
ELIAS FAUSTO,2021-04-26,1a Dose,14
ELIAS FAUSTO,2021-04-26,2a Dose,61
ELIAS FAUSTO,2021-04-27,2a Dose,19
ELIAS FAUSTO,2021-04-28,1a Dose,5
ELIAS FAUSTO,2021-04-28,2a Dose,5
ELIAS FAUSTO,2021-04-29,1a Dose,89
ELIAS FAUSTO,2021-04-30,1a Dose,21
ELIAS FAUSTO,2021-04-30,2a Dose,2
ELIAS FAUSTO,2021-05-03,1a Dose,4
ELIAS FAUSTO,2021-05-03,2a Dose,18
ELIAS FAUSTO,2021-05-04,2a Dose,2
ELIAS FAUSTO,2021-05-05,2a Dose,77
ELIAS FAUSTO,2021-05-06,1a Dose,309
ELIAS FAUSTO,2021-05-06,2a Dose,10
ELIAS FAUSTO,2021-05-07,1a Dose,88
ELIAS FAUSTO,2021-05-07,2a Dose,3
ELIAS FAUSTO,2021-05-10,1a Dose,15
ELIAS FAUSTO,2021-05-10,2a Dose,43
ELIAS FAUSTO,2021-05-11,1a Dose,52
ELIAS FAUSTO,2021-05-11,2a Dose,4
ELIAS FAUSTO,2021-05-12,1a Dose,121
ELIAS FAUSTO,2021-05-13,1a Dose,23
ELIAS FAUSTO,2021-05-13,2a Dose,117
ELIAS FAUSTO,2021-05-14,1a Dose,96
ELIAS FAUSTO,2021-05-14,2a Dose,12
ELIAS FAUSTO,2021-05-17,1a Dose,4
ELIAS FAUSTO,2021-05-18,1a Dose,58
ELIAS FAUSTO,2021-05-18,2a Dose,28
ELIAS FAUSTO,2021-05-19,1a Dose,5
ELIAS FAUSTO,2021-05-20,2a Dose,9
ELIAS FAUSTO,2021-05-21,1a Dose,120
ELIAS FAUSTO,2021-05-21,2a Dose,1
ELIAS FAUSTO,2021-05-24,1a Dose,73
ELIAS FAUSTO,2021-05-24,2a Dose,18
ELIAS FAUSTO,2021-05-25,1a Dose,70
ELIAS FAUSTO,2021-05-25,2a Dose,62
ELIAS FAUSTO,2021-05-26,2a Dose,1
ELISIARIO,2021-01-21,1a Dose,17
ELISIARIO,2021-01-22,1a Dose,8
ELISIARIO,2021-01-25,1a Dose,3
ELISIARIO,2021-01-28,1a Dose,11
ELISIARIO,2021-02-02,1a Dose,11
ELISIARIO,2021-02-03,1a Dose,13
ELISIARIO,2021-02-08,1a Dose,22
ELISIARIO,2021-02-10,1a Dose,12
ELISIARIO,2021-02-11,1a Dose,12
ELISIARIO,2021-02-11,2a Dose,10
ELISIARIO,2021-02-12,1a Dose,12
ELISIARIO,2021-02-12,2a Dose,13
ELISIARIO,2021-02-15,1a Dose,6
ELISIARIO,2021-02-15,2a Dose,3
ELISIARIO,2021-02-16,1a Dose,2
ELISIARIO,2021-02-16,2a Dose,1
ELISIARIO,2021-02-17,1a Dose,3
ELISIARIO,2021-02-18,1a Dose,3
ELISIARIO,2021-02-22,1a Dose,1
ELISIARIO,2021-02-24,2a Dose,2
ELISIARIO,2021-02-26,1a Dose,10
ELISIARIO,2021-03-01,1a Dose,22
ELISIARIO,2021-03-02,1a Dose,13
ELISIARIO,2021-03-03,1a Dose,19
ELISIARIO,2021-03-03,2a Dose,4
ELISIARIO,2021-03-04,1a Dose,13
ELISIARIO,2021-03-04,2a Dose,26
ELISIARIO,2021-03-05,2a Dose,4
ELISIARIO,2021-03-11,2a Dose,5
ELISIARIO,2021-03-12,1a Dose,20
ELISIARIO,2021-03-15,1a Dose,9
ELISIARIO,2021-03-15,2a Dose,7
ELISIARIO,2021-03-19,1a Dose,30
ELISIARIO,2021-03-22,1a Dose,30
ELISIARIO,2021-03-23,1a Dose,10
ELISIARIO,2021-03-24,1a Dose,9
ELISIARIO,2021-03-25,1a Dose,15
ELISIARIO,2021-03-26,1a Dose,28
ELISIARIO,2021-03-29,1a Dose,7
ELISIARIO,2021-03-29,2a Dose,23
ELISIARIO,2021-03-30,1a Dose,2
ELISIARIO,2021-03-30,2a Dose,8
ELISIARIO,2021-03-31,1a Dose,13
ELISIARIO,2021-03-31,2a Dose,7
ELISIARIO,2021-04-05,1a Dose,28
ELISIARIO,2021-04-05,2a Dose,1
ELISIARIO,2021-04-06,1a Dose,2
ELISIARIO,2021-04-06,2a Dose,18
ELISIARIO,2021-04-07,1a Dose,12
ELISIARIO,2021-04-07,2a Dose,9
ELISIARIO,2021-04-09,2a Dose,30
ELISIARIO,2021-04-12,1a Dose,3
ELISIARIO,2021-04-13,1a Dose,15
ELISIARIO,2021-04-14,1a Dose,4
ELISIARIO,2021-04-14,2a Dose,7
ELISIARIO,2021-04-15,2a Dose,18
ELISIARIO,2021-04-16,2a Dose,5
ELISIARIO,2021-04-19,2a Dose,4
ELISIARIO,2021-04-20,1a Dose,1
ELISIARIO,2021-04-20,2a Dose,70
ELISIARIO,2021-04-22,1a Dose,8
ELISIARIO,2021-04-22,2a Dose,9
ELISIARIO,2021-04-23,1a Dose,42
ELISIARIO,2021-04-26,1a Dose,6
ELISIARIO,2021-04-26,2a Dose,18
ELISIARIO,2021-04-27,1a Dose,2
ELISIARIO,2021-04-27,2a Dose,9
ELISIARIO,2021-04-28,1a Dose,6
ELISIARIO,2021-04-28,2a Dose,19
ELISIARIO,2021-04-29,2a Dose,15
ELISIARIO,2021-04-30,1a Dose,8
ELISIARIO,2021-04-30,2a Dose,2
ELISIARIO,2021-05-03,1a Dose,34
ELISIARIO,2021-05-04,1a Dose,48
ELISIARIO,2021-05-04,2a Dose,1
ELISIARIO,2021-05-05,1a Dose,24
ELISIARIO,2021-05-06,1a Dose,4
ELISIARIO,2021-05-06,2a Dose,12
ELISIARIO,2021-05-07,1a Dose,15
ELISIARIO,2021-05-07,2a Dose,3
ELISIARIO,2021-05-10,1a Dose,10
ELISIARIO,2021-05-11,2a Dose,10
ELISIARIO,2021-05-12,1a Dose,6
ELISIARIO,2021-05-13,1a Dose,8
ELISIARIO,2021-05-14,1a Dose,9
ELISIARIO,2021-05-17,1a Dose,2
ELISIARIO,2021-05-18,1a Dose,3
ELISIARIO,2021-05-18,2a Dose,10
ELISIARIO,2021-05-19,1a Dose,5
ELISIARIO,2021-05-19,2a Dose,10
ELISIARIO,2021-05-20,1a Dose,7
ELISIARIO,2021-05-20,2a Dose,12
ELISIARIO,2021-05-21,1a Dose,9
ELISIARIO,2021-05-21,2a Dose,8
ELISIARIO,2021-05-24,1a Dose,10
ELISIARIO,2021-05-24,2a Dose,16
ELISIARIO,2021-05-25,1a Dose,9
ELISIARIO,2021-05-25,2a Dose,2
EMBAUBA,2021-01-21,1a Dose,3
EMBAUBA,2021-01-22,1a Dose,12
EMBAUBA,2021-01-25,1a Dose,8
EMBAUBA,2021-01-26,1a Dose,3
EMBAUBA,2021-01-27,1a Dose,24
EMBAUBA,2021-01-28,1a Dose,1
EMBAUBA,2021-02-04,1a Dose,11
EMBAUBA,2021-02-09,1a Dose,8
EMBAUBA,2021-02-10,1a Dose,14
EMBAUBA,2021-02-11,1a Dose,6
EMBAUBA,2021-02-11,2a Dose,5
EMBAUBA,2021-02-12,1a Dose,3
EMBAUBA,2021-02-12,2a Dose,12
EMBAUBA,2021-02-15,1a Dose,2
EMBAUBA,2021-02-15,2a Dose,6
EMBAUBA,2021-02-17,2a Dose,3
EMBAUBA,2021-02-18,1a Dose,6
EMBAUBA,2021-02-18,2a Dose,2
EMBAUBA,2021-02-22,2a Dose,1
EMBAUBA,2021-02-23,2a Dose,2
EMBAUBA,2021-03-01,1a Dose,16
EMBAUBA,2021-03-02,1a Dose,18
EMBAUBA,2021-03-03,1a Dose,4
EMBAUBA,2021-03-03,2a Dose,9
EMBAUBA,2021-03-04,1a Dose,12
EMBAUBA,2021-03-04,2a Dose,9
EMBAUBA,2021-03-09,1a Dose,27
EMBAUBA,2021-03-09,2a Dose,6
EMBAUBA,2021-03-10,1a Dose,8
EMBAUBA,2021-03-10,2a Dose,3
EMBAUBA,2021-03-12,1a Dose,9
EMBAUBA,2021-03-12,2a Dose,2
EMBAUBA,2021-03-15,1a Dose,16
EMBAUBA,2021-03-15,2a Dose,5
EMBAUBA,2021-03-16,1a Dose,8
EMBAUBA,2021-03-16,2a Dose,2
EMBAUBA,2021-03-19,1a Dose,13
EMBAUBA,2021-03-19,2a Dose,4
EMBAUBA,2021-03-22,1a Dose,27
EMBAUBA,2021-03-23,1a Dose,9
EMBAUBA,2021-03-25,1a Dose,21
EMBAUBA,2021-03-25,2a Dose,9
EMBAUBA,2021-03-26,1a Dose,6
EMBAUBA,2021-04-05,1a Dose,20
EMBAUBA,2021-04-06,2a Dose,27
EMBAUBA,2021-04-07,1a Dose,1
EMBAUBA,2021-04-07,2a Dose,8
EMBAUBA,2021-04-09,2a Dose,8
EMBAUBA,2021-04-12,1a Dose,8
EMBAUBA,2021-04-12,2a Dose,12
EMBAUBA,2021-04-13,1a Dose,10
EMBAUBA,2021-04-13,2a Dose,7
EMBAUBA,2021-04-16,1a Dose,1
EMBAUBA,2021-04-16,2a Dose,17
EMBAUBA,2021-04-19,1a Dose,2
EMBAUBA,2021-04-19,2a Dose,20
EMBAUBA,2021-04-20,1a Dose,10
EMBAUBA,2021-04-20,2a Dose,9
EMBAUBA,2021-04-21,1a Dose,30
EMBAUBA,2021-04-22,1a Dose,1
EMBAUBA,2021-04-22,2a Dose,58
EMBAUBA,2021-04-23,1a Dose,18
EMBAUBA,2021-04-23,2a Dose,9
EMBAUBA,2021-04-28,1a Dose,29
EMBAUBA,2021-04-29,2a Dose,6
EMBAUBA,2021-05-03,2a Dose,38
EMBAUBA,2021-05-04,1a Dose,60
EMBAUBA,2021-05-05,1a Dose,39
EMBAUBA,2021-05-06,1a Dose,40
EMBAUBA,2021-05-07,1a Dose,34
EMBAUBA,2021-05-10,1a Dose,6
EMBAUBA,2021-05-10,2a Dose,40
EMBAUBA,2021-05-11,1a Dose,3
EMBAUBA,2021-05-12,1a Dose,10
EMBAUBA,2021-05-13,1a Dose,4
EMBAUBA,2021-05-14,1a Dose,5
EMBAUBA,2021-05-15,1a Dose,1
EMBAUBA,2021-05-17,1a Dose,5
EMBAUBA,2021-05-17,2a Dose,3
EMBAUBA,2021-05-18,1a Dose,9
EMBAUBA,2021-05-19,1a Dose,9
EMBAUBA,2021-05-20,1a Dose,4
EMBAUBA,2021-05-21,1a Dose,10
EMBAUBA,2021-05-21,2a Dose,14
EMBAUBA,2021-05-24,1a Dose,27
EMBAUBA,2021-05-24,2a Dose,15
EMBAUBA,2021-05-25,1a Dose,4
EMBAUBA,2021-05-25,2a Dose,18
EMBAUBA,2021-05-26,1a Dose,7
EMBAUBA,2021-05-26,2a Dose,1
EMBU DAS ARTES,2021-01-19,1a Dose,6
EMBU DAS ARTES,2021-01-20,1a Dose,49
EMBU DAS ARTES,2021-01-22,1a Dose,1
EMBU DAS ARTES,2021-01-25,1a Dose,187
EMBU DAS ARTES,2021-01-26,1a Dose,234
EMBU DAS ARTES,2021-01-27,1a Dose,98
EMBU DAS ARTES,2021-01-28,1a Dose,212
EMBU DAS ARTES,2021-01-29,1a Dose,266
EMBU DAS ARTES,2021-01-29,2a Dose,10
EMBU DAS ARTES,2021-02-01,1a Dose,145
EMBU DAS ARTES,2021-02-02,1a Dose,118
EMBU DAS ARTES,2021-02-03,1a Dose,184
EMBU DAS ARTES,2021-02-04,1a Dose,168
EMBU DAS ARTES,2021-02-05,1a Dose,92
EMBU DAS ARTES,2021-02-06,1a Dose,77
EMBU DAS ARTES,2021-02-08,1a Dose,365
EMBU DAS ARTES,2021-02-09,1a Dose,281
EMBU DAS ARTES,2021-02-10,1a Dose,199
EMBU DAS ARTES,2021-02-10,2a Dose,1
EMBU DAS ARTES,2021-02-11,1a Dose,209
EMBU DAS ARTES,2021-02-12,1a Dose,387
EMBU DAS ARTES,2021-02-12,2a Dose,10
EMBU DAS ARTES,2021-02-13,1a Dose,199
EMBU DAS ARTES,2021-02-13,2a Dose,2
EMBU DAS ARTES,2021-02-15,1a Dose,249
EMBU DAS ARTES,2021-02-15,2a Dose,187
EMBU DAS ARTES,2021-02-16,1a Dose,131
EMBU DAS ARTES,2021-02-16,2a Dose,342
EMBU DAS ARTES,2021-02-17,1a Dose,94
EMBU DAS ARTES,2021-02-17,2a Dose,104
EMBU DAS ARTES,2021-02-18,1a Dose,388
EMBU DAS ARTES,2021-02-18,2a Dose,117
EMBU DAS ARTES,2021-02-19,1a Dose,282
EMBU DAS ARTES,2021-02-19,2a Dose,145
EMBU DAS ARTES,2021-02-20,1a Dose,182
EMBU DAS ARTES,2021-02-20,2a Dose,33
EMBU DAS ARTES,2021-02-21,1a Dose,1
EMBU DAS ARTES,2021-02-22,1a Dose,289
EMBU DAS ARTES,2021-02-22,2a Dose,97
EMBU DAS ARTES,2021-02-23,1a Dose,143
EMBU DAS ARTES,2021-02-23,2a Dose,111
EMBU DAS ARTES,2021-02-24,1a Dose,108
EMBU DAS ARTES,2021-02-24,2a Dose,89
EMBU DAS ARTES,2021-02-25,1a Dose,108
EMBU DAS ARTES,2021-02-25,2a Dose,57
EMBU DAS ARTES,2021-02-26,1a Dose,81
EMBU DAS ARTES,2021-02-26,2a Dose,7
EMBU DAS ARTES,2021-02-27,1a Dose,3
EMBU DAS ARTES,2021-02-27,2a Dose,149
EMBU DAS ARTES,2021-03-01,1a Dose,438
EMBU DAS ARTES,2021-03-01,2a Dose,4
EMBU DAS ARTES,2021-03-02,1a Dose,269
EMBU DAS ARTES,2021-03-02,2a Dose,94
EMBU DAS ARTES,2021-03-03,1a Dose,491
EMBU DAS ARTES,2021-03-03,2a Dose,43
EMBU DAS ARTES,2021-03-04,1a Dose,291
EMBU DAS ARTES,2021-03-04,2a Dose,43
EMBU DAS ARTES,2021-03-05,1a Dose,835
EMBU DAS ARTES,2021-03-05,2a Dose,56
EMBU DAS ARTES,2021-03-06,1a Dose,229
EMBU DAS ARTES,2021-03-06,2a Dose,55
EMBU DAS ARTES,2021-03-07,1a Dose,1
EMBU DAS ARTES,2021-03-08,1a Dose,294
EMBU DAS ARTES,2021-03-08,2a Dose,233
EMBU DAS ARTES,2021-03-09,1a Dose,58
EMBU DAS ARTES,2021-03-09,2a Dose,126
EMBU DAS ARTES,2021-03-10,1a Dose,56
EMBU DAS ARTES,2021-03-10,2a Dose,103
EMBU DAS ARTES,2021-03-11,1a Dose,62
EMBU DAS ARTES,2021-03-11,2a Dose,181
EMBU DAS ARTES,2021-03-12,1a Dose,54
EMBU DAS ARTES,2021-03-12,2a Dose,252
EMBU DAS ARTES,2021-03-13,1a Dose,27
EMBU DAS ARTES,2021-03-13,2a Dose,184
EMBU DAS ARTES,2021-03-15,1a Dose,53
EMBU DAS ARTES,2021-03-15,2a Dose,242
EMBU DAS ARTES,2021-03-16,1a Dose,58
EMBU DAS ARTES,2021-03-16,2a Dose,238
EMBU DAS ARTES,2021-03-17,1a Dose,51
EMBU DAS ARTES,2021-03-17,2a Dose,274
EMBU DAS ARTES,2021-03-18,1a Dose,39
EMBU DAS ARTES,2021-03-18,2a Dose,88
EMBU DAS ARTES,2021-03-19,1a Dose,218
EMBU DAS ARTES,2021-03-19,2a Dose,88
EMBU DAS ARTES,2021-03-20,1a Dose,324
EMBU DAS ARTES,2021-03-20,2a Dose,14
EMBU DAS ARTES,2021-03-21,1a Dose,1
EMBU DAS ARTES,2021-03-22,1a Dose,196
EMBU DAS ARTES,2021-03-22,2a Dose,67
EMBU DAS ARTES,2021-03-23,1a Dose,287
EMBU DAS ARTES,2021-03-23,2a Dose,186
EMBU DAS ARTES,2021-03-24,1a Dose,300
EMBU DAS ARTES,2021-03-24,2a Dose,320
EMBU DAS ARTES,2021-03-25,1a Dose,137
EMBU DAS ARTES,2021-03-25,2a Dose,49
EMBU DAS ARTES,2021-03-26,1a Dose,11
EMBU DAS ARTES,2021-03-26,2a Dose,600
EMBU DAS ARTES,2021-03-27,1a Dose,867
EMBU DAS ARTES,2021-03-27,2a Dose,216
EMBU DAS ARTES,2021-03-29,1a Dose,1287
EMBU DAS ARTES,2021-03-29,2a Dose,238
EMBU DAS ARTES,2021-03-30,1a Dose,907
EMBU DAS ARTES,2021-03-30,2a Dose,43
EMBU DAS ARTES,2021-03-31,1a Dose,503
EMBU DAS ARTES,2021-03-31,2a Dose,124
EMBU DAS ARTES,2021-04-01,1a Dose,455
EMBU DAS ARTES,2021-04-01,2a Dose,55
EMBU DAS ARTES,2021-04-03,1a Dose,2
EMBU DAS ARTES,2021-04-05,1a Dose,425
EMBU DAS ARTES,2021-04-05,2a Dose,105
EMBU DAS ARTES,2021-04-06,1a Dose,447
EMBU DAS ARTES,2021-04-06,2a Dose,52
EMBU DAS ARTES,2021-04-07,1a Dose,192
EMBU DAS ARTES,2021-04-07,2a Dose,51
EMBU DAS ARTES,2021-04-08,1a Dose,493
EMBU DAS ARTES,2021-04-08,2a Dose,52
EMBU DAS ARTES,2021-04-09,1a Dose,378
EMBU DAS ARTES,2021-04-09,2a Dose,207
EMBU DAS ARTES,2021-04-10,1a Dose,202
EMBU DAS ARTES,2021-04-10,2a Dose,332
EMBU DAS ARTES,2021-04-12,1a Dose,707
EMBU DAS ARTES,2021-04-12,2a Dose,140
EMBU DAS ARTES,2021-04-13,1a Dose,388
EMBU DAS ARTES,2021-04-13,2a Dose,112
EMBU DAS ARTES,2021-04-14,1a Dose,547
EMBU DAS ARTES,2021-04-14,2a Dose,293
EMBU DAS ARTES,2021-04-15,1a Dose,421
EMBU DAS ARTES,2021-04-15,2a Dose,200
EMBU DAS ARTES,2021-04-16,1a Dose,661
EMBU DAS ARTES,2021-04-16,2a Dose,33
EMBU DAS ARTES,2021-04-17,1a Dose,457
EMBU DAS ARTES,2021-04-17,2a Dose,1164
EMBU DAS ARTES,2021-04-19,1a Dose,556
EMBU DAS ARTES,2021-04-19,2a Dose,1163
EMBU DAS ARTES,2021-04-20,1a Dose,772
EMBU DAS ARTES,2021-04-20,2a Dose,948
EMBU DAS ARTES,2021-04-21,1a Dose,750
EMBU DAS ARTES,2021-04-21,2a Dose,57
EMBU DAS ARTES,2021-04-22,1a Dose,280
EMBU DAS ARTES,2021-04-22,2a Dose,498
EMBU DAS ARTES,2021-04-23,1a Dose,507
EMBU DAS ARTES,2021-04-23,2a Dose,33
EMBU DAS ARTES,2021-04-24,1a Dose,167
EMBU DAS ARTES,2021-04-24,2a Dose,20
EMBU DAS ARTES,2021-04-26,1a Dose,402
EMBU DAS ARTES,2021-04-26,2a Dose,166
EMBU DAS ARTES,2021-04-27,1a Dose,243
EMBU DAS ARTES,2021-04-27,2a Dose,166
EMBU DAS ARTES,2021-04-28,1a Dose,148
EMBU DAS ARTES,2021-04-28,2a Dose,58
EMBU DAS ARTES,2021-04-29,1a Dose,141
EMBU DAS ARTES,2021-04-29,2a Dose,193
EMBU DAS ARTES,2021-04-30,1a Dose,206
EMBU DAS ARTES,2021-04-30,2a Dose,368
EMBU DAS ARTES,2021-05-01,1a Dose,142
EMBU DAS ARTES,2021-05-01,2a Dose,64
EMBU DAS ARTES,2021-05-03,1a Dose,132
EMBU DAS ARTES,2021-05-03,2a Dose,298
EMBU DAS ARTES,2021-05-04,1a Dose,351
EMBU DAS ARTES,2021-05-04,2a Dose,452
EMBU DAS ARTES,2021-05-05,1a Dose,527
EMBU DAS ARTES,2021-05-05,2a Dose,208
EMBU DAS ARTES,2021-05-06,1a Dose,420
EMBU DAS ARTES,2021-05-06,2a Dose,7
EMBU DAS ARTES,2021-05-07,1a Dose,177
EMBU DAS ARTES,2021-05-07,2a Dose,22
EMBU DAS ARTES,2021-05-08,1a Dose,309
EMBU DAS ARTES,2021-05-08,2a Dose,396
EMBU DAS ARTES,2021-05-10,1a Dose,290
EMBU DAS ARTES,2021-05-10,2a Dose,670
EMBU DAS ARTES,2021-05-11,1a Dose,124
EMBU DAS ARTES,2021-05-11,2a Dose,352
EMBU DAS ARTES,2021-05-12,1a Dose,516
EMBU DAS ARTES,2021-05-12,2a Dose,257
EMBU DAS ARTES,2021-05-13,1a Dose,676
EMBU DAS ARTES,2021-05-13,2a Dose,249
EMBU DAS ARTES,2021-05-14,1a Dose,1053
EMBU DAS ARTES,2021-05-14,2a Dose,140
EMBU DAS ARTES,2021-05-15,1a Dose,555
EMBU DAS ARTES,2021-05-15,2a Dose,1406
EMBU DAS ARTES,2021-05-17,1a Dose,677
EMBU DAS ARTES,2021-05-17,2a Dose,119
EMBU DAS ARTES,2021-05-18,1a Dose,1090
EMBU DAS ARTES,2021-05-18,2a Dose,38
EMBU DAS ARTES,2021-05-19,1a Dose,937
EMBU DAS ARTES,2021-05-19,2a Dose,51
EMBU DAS ARTES,2021-05-20,1a Dose,759
EMBU DAS ARTES,2021-05-20,2a Dose,41
EMBU DAS ARTES,2021-05-21,1a Dose,767
EMBU DAS ARTES,2021-05-21,2a Dose,46
EMBU DAS ARTES,2021-05-22,1a Dose,750
EMBU DAS ARTES,2021-05-22,2a Dose,30
EMBU DAS ARTES,2021-05-24,1a Dose,1092
EMBU DAS ARTES,2021-05-24,2a Dose,32
EMBU DAS ARTES,2021-05-25,1a Dose,1001
EMBU DAS ARTES,2021-05-25,2a Dose,38
EMBU DAS ARTES,2021-05-26,1a Dose,411
EMBU DAS ARTES,2021-05-26,2a Dose,6
EMBU-GUACU,2021-01-17,1a Dose,1
EMBU-GUACU,2021-01-18,2a Dose,1
EMBU-GUACU,2021-01-21,1a Dose,143
EMBU-GUACU,2021-01-22,1a Dose,201
EMBU-GUACU,2021-01-25,1a Dose,70
EMBU-GUACU,2021-01-26,1a Dose,56
EMBU-GUACU,2021-01-27,1a Dose,21
EMBU-GUACU,2021-01-28,1a Dose,45
EMBU-GUACU,2021-01-29,1a Dose,120
EMBU-GUACU,2021-02-01,1a Dose,64
EMBU-GUACU,2021-02-02,1a Dose,40
EMBU-GUACU,2021-02-02,2a Dose,1
EMBU-GUACU,2021-02-03,1a Dose,10
EMBU-GUACU,2021-02-04,1a Dose,57
EMBU-GUACU,2021-02-05,1a Dose,105
EMBU-GUACU,2021-02-08,1a Dose,66
EMBU-GUACU,2021-02-09,1a Dose,60
EMBU-GUACU,2021-02-09,2a Dose,1
EMBU-GUACU,2021-02-10,1a Dose,81
EMBU-GUACU,2021-02-11,1a Dose,90
EMBU-GUACU,2021-02-11,2a Dose,150
EMBU-GUACU,2021-02-12,1a Dose,249
